environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-05-01,3000.0,2846.0,0.051,617.0,-463.0,146775.0,35.8,55.1,43.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-06-01,3000.0,2970.0,0.01,626.0,-596.0,146330.0,37.9,49.4,31.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-07-01,3000.0,2970.0,0.01,526.0,-496.0,147904.0,37.5,37.4,44.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-08-01,141837.0,120688.0,0.149,21258.0,-109.0,157765.0,41.6,29.0,27.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-09-01,118833.0,103580.0,0.128,22794.0,-7542.0,149604.0,41.3,38.7,24.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-10-01,85648.0,68508.0,0.2,17962.0,-822.0,148731.0,40.6,37.7,32.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-11-01,90002.0,74839.0,0.168,17957.0,-2793.0,139891.0,40.2,45.7,35.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-12-01,86211.0,56871.0,0.34,16969.0,12370.0,148164.0,41.7,57.0,28.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-01-01,67377.0,52020.0,0.228,10477.0,4880.0,144722.0,38.2,51.9,41.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-02-01,51769.0,44535.0,0.14,10779.0,-3545.0,133947.0,33.9,48.0,50.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-03-01,61110.0,48555.0,0.205,10068.0,2487.0,134078.0,31.9,52.2,45.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-04-01,52245.0,42033.0,0.195,9697.0,515.0,133405.0,31.5,50.4,34.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-05-01,37311.0,32778.0,0.121,5104.0,-571.0,134686.0,31.0,48.8,36.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-06-01,27424.0,27150.0,0.01,5378.0,-5103.0,130540.0,30.4,46.0,48.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-07-01,32506.0,32181.0,0.01,6668.0,-6343.0,119431.0,31.8,46.8,26.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-08-01,31877.0,31558.0,0.01,4252.0,-3934.0,110572.0,30.3,36.8,39.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-09-01,16487.0,16322.0,0.01,2828.0,-2664.0,108816.0,28.5,58.0,48.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-10-01,19898.0,19156.0,0.037,3757.0,-3016.0,101786.0,28.1,35.6,47.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-11-01,7340.0,6948.0,0.053,1578.0,-1186.0,101525.0,28.1,52.6,28.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-12-01,7498.0,7423.0,0.01,918.0,-843.0,106046.0,25.5,47.5,37.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-01-01,4794.0,4746.0,0.01,894.0,-846.0,96768.0,28.5,33.0,48.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-02-01,3958.0,3918.0,0.01,491.0,-452.0,96678.0,33.6,33.7,49.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-03-01,3000.0,2970.0,0.01,524.0,-494.0,95215.0,34.4,47.0,31.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-04-01,3000.0,2694.0,0.102,550.0,-244.0,106671.0,35.9,40.1,39.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-05-01,3000.0,2970.0,0.01,451.0,-421.0,114602.0,34.9,34.0,50.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-06-01,3000.0,2970.0,0.01,646.0,-616.0,113501.0,29.2,36.2,29.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-07-01,3000.0,2970.0,0.01,534.0,-504.0,112845.0,30.3,50.6,31.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-08-01,138589.0,72722.0,0.475,18981.0,46886.0,168363.0,47.7,42.9,37.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-09-01,173141.0,117139.0,0.323,36648.0,19354.0,171163.0,47.5,26.8,40.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-10-01,148297.0,85432.0,0.424,20267.0,42598.0,199988.0,49.9,36.6,20.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-11-01,141316.0,83583.0,0.409,28417.0,29317.0,213319.0,50.8,39.8,20.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-12-01,130289.0,84522.0,0.351,26941.0,18826.0,221882.0,49.2,28.8,25.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-01-01,124478.0,97409.0,0.217,17864.0,9205.0,225705.0,48.0,31.8,42.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-02-01,138075.0,98912.0,0.284,24136.0,15026.0,229244.0,49.5,44.6,37.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-03-01,91998.0,65023.0,0.293,17646.0,9329.0,229523.0,49.8,39.0,28.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-04-01,79324.0,50940.0,0.358,9867.0,18517.0,243227.0,50.4,43.6,36.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-05-01,83089.0,40668.0,0.511,15678.0,26742.0,251725.0,47.6,25.1,43.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-06-01,80787.0,45032.0,0.443,16080.0,19675.0,262863.0,48.9,26.6,30.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-07-01,78040.0,46639.0,0.402,15750.0,15650.0,275265.0,47.4,39.9,41.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-08-01,67066.0,42639.0,0.364,9237.0,15191.0,290338.0,48.4,39.4,21.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-09-01,86401.0,55043.0,0.363,14491.0,16866.0,296344.0,49.1,43.7,23.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-10-01,62560.0,40821.0,0.347,13402.0,8338.0,294838.0,49.2,26.5,33.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-11-01,69555.0,48789.0,0.299,9928.0,10837.0,300346.0,51.4,45.7,29.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-12-01,64762.0,35009.0,0.459,10384.0,19369.0,316429.0,50.3,27.5,21.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-01-01,73314.0,51095.0,0.303,14249.0,7970.0,321908.0,49.9,29.4,27.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-02-01,50506.0,32475.0,0.357,10654.0,7378.0,336024.0,45.7,28.7,42.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-03-01,98464.0,64532.0,0.345,18277.0,15654.0,347271.0,41.8,38.4,21.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-04-01,112159.0,71636.0,0.361,15680.0,24842.0,354883.0,44.4,43.9,31.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-05-01,88404.0,51820.0,0.414,12725.0,23859.0,363458.0,45.3,43.6,24.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-06-01,106603.0,91554.0,0.141,18521.0,-3473.0,358129.0,42.1,28.7,20.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-07-01,99002.0,72421.0,0.268,12971.0,13609.0,368358.0,40.0,34.2,37.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-08-01,57685.0,50696.0,0.121,9689.0,-2700.0,70787.0,39.7,33.6,23.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-09-01,42383.0,30389.0,0.283,8251.0,3743.0,72698.0,38.3,39.5,38.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-10-01,53070.0,44552.0,0.161,11398.0,-2880.0,61733.0,38.9,43.2,29.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-11-01,45862.0,37421.0,0.184,9159.0,-718.0,52299.0,37.2,29.0,37.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-12-01,40436.0,31293.0,0.226,8552.0,591.0,49594.0,36.2,29.4,22.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-01-01,31480.0,27855.0,0.115,4348.0,-723.0,50940.0,36.6,31.3,25.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-02-01,44783.0,34787.0,0.223,9242.0,754.0,47883.0,40.1,47.1,30.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-03-01,53393.0,41584.0,0.221,8863.0,2946.0,48101.0,39.3,46.4,39.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-04-01,36848.0,28521.0,0.226,7594.0,733.0,62986.0,37.6,32.9,40.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-05-01,35221.0,27522.0,0.219,5857.0,1842.0,54134.0,37.9,32.4,40.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-06-01,54016.0,40915.0,0.243,9887.0,3214.0,49038.0,34.0,29.4,21.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-07-01,50926.0,38946.0,0.235,6917.0,5063.0,50426.0,34.2,30.7,37.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-08-01,36821.0,25481.0,0.308,6196.0,5144.0,47300.0,33.9,46.7,32.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-09-01,54803.0,38114.0,0.305,10853.0,5836.0,37608.0,31.9,25.1,29.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-10-01,47972.0,40685.0,0.152,7675.0,-389.0,25524.0,35.0,29.4,34.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-11-01,49115.0,37749.0,0.231,7681.0,3685.0,24709.0,36.9,57.2,38.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-12-01,46184.0,33665.0,0.271,6499.0,6020.0,28241.0,36.6,55.5,39.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-01-01,48093.0,34719.0,0.278,6939.0,6435.0,31310.0,37.7,41.5,47.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-02-01,60374.0,50910.0,0.157,8220.0,1244.0,38232.0,36.0,56.6,50.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-03-01,59084.0,47664.0,0.193,12300.0,-880.0,32058.0,40.4,52.2,49.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-04-01,52460.0,49601.0,0.055,11064.0,-8205.0,23159.0,38.8,54.6,45.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-05-01,46393.0,39056.0,0.158,10168.0,-2831.0,26560.0,40.6,53.5,33.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-06-01,35466.0,35112.0,0.01,5447.0,-5092.0,22646.0,44.2,38.8,28.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-07-01,39677.0,34799.0,0.123,7801.0,-2923.0,11761.0,42.9,45.6,37.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-08-01,125618.0,110010.0,0.124,26306.0,-10698.0,193253.0,48.0,46.5,21.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-09-01,84152.0,73578.0,0.126,14525.0,-3951.0,182055.0,49.4,29.0,32.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-10-01,99318.0,79303.0,0.202,12588.0,7427.0,181729.0,48.3,47.4,42.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-11-01,103744.0,87890.0,0.153,12941.0,2913.0,183132.0,48.2,41.2,41.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-12-01,90192.0,63167.0,0.3,12409.0,14616.0,189043.0,52.2,49.5,42.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-01-01,76086.0,65480.0,0.139,16101.0,-5495.0,182525.0,51.4,27.5,38.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-02-01,91198.0,75955.0,0.167,14740.0,504.0,176197.0,51.7,46.5,38.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-03-01,75712.0,57440.0,0.241,10143.0,8129.0,177654.0,52.7,46.9,20.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-04-01,106230.0,79436.0,0.252,17998.0,8796.0,180418.0,54.0,49.6,24.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-05-01,114179.0,100382.0,0.121,22960.0,-9164.0,168364.0,55.1,25.3,28.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-06-01,113986.0,91081.0,0.201,20926.0,1980.0,172253.0,52.7,46.3,40.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-07-01,118351.0,89032.0,0.248,17336.0,11982.0,180803.0,52.4,52.3,41.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-08-01,100611.0,83073.0,0.174,20366.0,-2828.0,172634.0,51.7,50.9,36.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-09-01,72608.0,57117.0,0.213,10575.0,4916.0,184001.0,52.6,46.0,49.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-10-01,82256.0,77223.0,0.061,13059.0,-8026.0,179104.0,54.3,47.2,39.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-11-01,53240.0,47542.0,0.107,11228.0,-5530.0,174575.0,55.5,33.2,50.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-12-01,31744.0,29715.0,0.064,4504.0,-2475.0,170746.0,54.9,51.0,34.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-01-01,38430.0,36042.0,0.062,6457.0,-4070.0,160558.0,56.1,41.5,37.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-02-01,32204.0,31618.0,0.018,4363.0,-3777.0,167959.0,54.3,35.2,45.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-03-01,24176.0,23780.0,0.016,3693.0,-3297.0,167907.0,53.6,51.7,49.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-04-01,21622.0,19658.0,0.091,3727.0,-1762.0,160778.0,53.9,48.3,27.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-05-01,13249.0,13117.0,0.01,1751.0,-1619.0,157809.0,57.1,56.8,47.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-06-01,11444.0,11330.0,0.01,1945.0,-1831.0,152782.0,59.5,47.0,48.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-07-01,9530.0,9435.0,0.01,1188.0,-1093.0,145214.0,58.0,38.6,35.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-08-01,58457.0,46194.0,0.21,9460.0,2803.0,81239.0,32.0,43.8,37.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-09-01,34137.0,26355.0,0.228,6947.0,835.0,80537.0,33.9,29.6,39.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-10-01,56611.0,33892.0,0.401,11584.0,11135.0,86294.0,31.5,30.3,24.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-11-01,59358.0,46685.0,0.214,11582.0,1092.0,81114.0,29.5,42.1,42.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-12-01,51697.0,36396.0,0.296,7025.0,8276.0,84754.0,31.3,32.6,23.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-01-01,55395.0,40905.0,0.262,9063.0,5428.0,89962.0,32.4,36.8,37.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-02-01,46554.0,39413.0,0.153,5864.0,1277.0,88207.0,31.8,30.7,40.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-03-01,71906.0,51419.0,0.285,12709.0,7778.0,87832.0,31.4,36.6,37.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-04-01,48641.0,28442.0,0.415,8923.0,11275.0,92315.0,34.4,57.5,21.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-05-01,48940.0,36151.0,0.261,8440.0,4348.0,95758.0,36.6,55.0,39.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-06-01,57962.0,43996.0,0.241,8696.0,5270.0,92883.0,36.4,42.0,42.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-07-01,31187.0,24793.0,0.205,5261.0,1134.0,100067.0,37.6,47.6,47.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-08-01,35639.0,27647.0,0.224,4572.0,3419.0,104276.0,36.3,55.4,46.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-09-01,26381.0,22254.0,0.156,3952.0,175.0,100863.0,37.2,40.1,39.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-10-01,15900.0,13780.0,0.133,2620.0,-501.0,99163.0,38.8,55.2,33.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-11-01,19478.0,15684.0,0.195,3116.0,678.0,100038.0,37.0,46.6,38.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-12-01,12150.0,10209.0,0.16,2015.0,-75.0,99727.0,36.8,53.8,50.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-01-01,10952.0,10041.0,0.083,2136.0,-1225.0,93969.0,37.9,52.9,44.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-02-01,6253.0,5395.0,0.137,762.0,95.0,103016.0,39.5,57.8,35.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-03-01,4162.0,4029.0,0.032,707.0,-574.0,103712.0,39.5,49.6,38.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-04-01,4695.0,4532.0,0.035,621.0,-459.0,100355.0,42.1,53.6,28.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-05-01,3000.0,2959.0,0.014,632.0,-591.0,104101.0,41.5,36.5,27.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-06-01,3000.0,2959.0,0.014,423.0,-382.0,103692.0,41.8,45.8,46.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-07-01,3000.0,2966.0,0.011,519.0,-485.0,109701.0,42.7,56.6,49.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-08-01,120087.0,95358.0,0.206,23392.0,1337.0,97846.0,41.3,30.4,42.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-09-01,103144.0,78431.0,0.24,14700.0,10012.0,100754.0,38.5,37.5,38.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-10-01,107501.0,93917.0,0.126,15785.0,-2201.0,93557.0,38.6,46.1,27.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-11-01,123562.0,91925.0,0.256,19572.0,12065.0,94956.0,35.9,28.0,40.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-12-01,99573.0,85110.0,0.145,19914.0,-5450.0,90101.0,37.2,34.3,41.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-01-01,113099.0,77136.0,0.318,15080.0,20883.0,105895.0,35.0,48.2,31.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-02-01,120322.0,100532.0,0.164,24657.0,-4868.0,105551.0,35.4,33.4,28.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-03-01,156370.0,124778.0,0.202,26242.0,5350.0,101676.0,34.5,48.0,41.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-04-01,81387.0,61703.0,0.242,17587.0,2097.0,102473.0,33.4,44.4,27.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-05-01,98714.0,76622.0,0.224,13475.0,8617.0,106412.0,35.0,36.8,34.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-06-01,113010.0,93580.0,0.172,22274.0,-2844.0,104918.0,34.1,26.0,41.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-07-01,138619.0,112846.0,0.186,26531.0,-759.0,98903.0,32.5,41.6,31.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-08-01,132386.0,81684.0,0.383,17137.0,33565.0,115827.0,31.5,40.9,26.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-09-01,181550.0,146654.0,0.192,22368.0,12528.0,118041.0,32.6,47.3,31.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-10-01,139442.0,119621.0,0.142,18671.0,1150.0,115141.0,28.9,45.2,29.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-11-01,145107.0,112535.0,0.224,29720.0,2852.0,112322.0,29.8,40.9,28.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-12-01,96630.0,76977.0,0.203,15319.0,4333.0,118249.0,27.2,30.0,39.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-01-01,158921.0,128830.0,0.189,25298.0,4793.0,114224.0,23.8,37.7,20.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-02-01,122656.0,96308.0,0.215,24974.0,1375.0,105731.0,25.9,42.7,23.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-03-01,165451.0,140042.0,0.154,27432.0,-2023.0,102557.0,25.8,31.7,45.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-04-01,137290.0,109687.0,0.201,29176.0,-1573.0,98543.0,27.2,45.3,29.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-05-01,118091.0,99548.0,0.157,14405.0,4138.0,104625.0,27.5,45.6,30.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-06-01,148315.0,104371.0,0.296,26652.0,17292.0,115785.0,26.0,25.1,31.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-07-01,154616.0,139771.0,0.096,22205.0,-7360.0,110583.0,27.9,40.7,43.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-08-01,221785.0,148212.0,0.332,36597.0,36976.0,152124.0,47.6,44.7,22.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-09-01,232421.0,170396.0,0.267,49554.0,12472.0,142162.0,45.0,46.5,21.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-10-01,213325.0,159943.0,0.25,36154.0,17228.0,137607.0,45.0,45.9,36.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-11-01,225263.0,153331.0,0.319,35483.0,36450.0,153012.0,46.4,49.7,26.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-12-01,230294.0,172480.0,0.251,47257.0,10557.0,150885.0,44.9,36.6,39.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-01-01,235573.0,181301.0,0.23,45449.0,8822.0,156772.0,44.3,46.6,43.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-02-01,207799.0,158115.0,0.239,29631.0,20053.0,163272.0,42.6,38.7,31.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-03-01,201682.0,122436.0,0.393,29758.0,49488.0,200575.0,42.2,33.6,28.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-04-01,152789.0,115284.0,0.245,21184.0,16322.0,207889.0,40.4,26.1,31.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-05-01,226527.0,164849.0,0.272,39673.0,22005.0,215372.0,38.5,35.4,40.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-06-01,252201.0,190265.0,0.246,51563.0,10373.0,217270.0,35.4,26.0,22.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-07-01,311812.0,214867.0,0.311,66392.0,30552.0,224881.0,33.5,38.8,25.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-08-01,305225.0,221389.0,0.275,59738.0,24098.0,226551.0,31.7,45.5,43.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-09-01,291460.0,205866.0,0.294,58727.0,26867.0,232275.0,30.2,31.6,33.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-10-01,363899.0,243277.0,0.331,59426.0,61196.0,257362.0,33.1,49.6,37.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-11-01,428135.0,305192.0,0.287,81618.0,41326.0,266103.0,34.4,46.0,26.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-12-01,525906.0,366961.0,0.302,94711.0,64235.0,288987.0,32.7,48.4,26.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-01-01,407783.0,291028.0,0.286,75597.0,41158.0,307059.0,31.8,31.2,40.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-02-01,388075.0,255509.0,0.342,77376.0,55190.0,338439.0,35.6,36.8,29.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-03-01,340502.0,230793.0,0.322,70917.0,38792.0,339890.0,37.6,34.2,36.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-04-01,621355.0,433213.0,0.303,81116.0,107027.0,388807.0,36.4,28.1,20.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-05-01,415292.0,307822.0,0.259,76238.0,31232.0,391042.0,37.4,42.2,44.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-06-01,472627.0,317380.0,0.328,63510.0,91736.0,445203.0,40.0,40.6,22.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-07-01,369839.0,290830.0,0.214,65278.0,13731.0,443916.0,42.1,44.0,44.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-08-01,68556.0,50777.0,0.259,13120.0,4658.0,210706.0,37.4,42.2,22.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-09-01,72793.0,55299.0,0.24,12425.0,5069.0,217192.0,39.5,40.0,29.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-10-01,85491.0,62387.0,0.27,17049.0,6056.0,222670.0,39.9,48.5,28.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-11-01,98397.0,63121.0,0.359,20372.0,14904.0,230177.0,40.7,49.1,44.9
